time,AccX1,AccY1,AccZ1,GyroX1,GyroY1,GyroZ1,AccX2,AccY2,AccZ2,GyroX2,GyroY2,GyroZ2,Class
332,-2144,-30436,816,15337,-6585,2313,-11460,-4436,28500,-11995,16336,-499,5
337,-2056,-29488,2936,14541,-5508,2582,-12928,-3460,27548,-11937,15764,-2382,5
343,-2420,-28068,3408,13661,-4688,2732,-13788,-3936,26456,-11785,13844,-3902,5
348,-3052,-26840,4348,12844,-3057,2845,-13040,-5148,25064,-11591,13488,-5149,5
359,-3260,-24644,6212,11177,-320,2893,-12788,-4228,20656,-9847,10754,-6712,5
364,-2712,-23320,6536,10293,629,2794,-12480,-3864,18136,-8546,10011,-6507,5
371,-2472,-22004,6788,9288,1511,2668,-13296,-3436,16844,-6890,7292,-6340,5
376,-2124,-20524,7424,8860,2405,2463,-12624,-3384,15212,-5997,7653,-6053,5
381,-1880,-19288,8348,7830,3065,2208,-12752,-3340,13356,-4456,6121,-5707,5
387,-1260,-17912,8812,7039,3534,1968,-12816,-3064,12580,-3187,5139,-5172,5
398,288,-14720,9952,5299,3899,1378,-13384,-2324,9028,-1486,3122,-4099,5
403,1128,-13248,10512,4489,3898,1071,-13504,-1796,6780,-865,2385,-3452,5
409,2132,-11236,10724,3690,3519,718,-13092,-1156,4976,-461,1467,-2800,5
415,2828,-9644,10844,2876,2931,376,-12432,-404,3228,-231,884,-2110,5
420,3068,-7896,10280,1916,2144,-34,-11652,56,-1168,398,115,-1236,5
426,3104,-5660,9796,1372,1249,-463,-10668,384,-704,348,-555,-62,5
431,2788,-4220,9340,445,332,-843,-8724,736,-3452,1058,-700,1233,5
437,2536,-2476,8440,-266,-746,-1146,-7980,980,-2680,1191,-2399,2952,5
442,2204,-1280,8124,-1296,-1741,-1409,-3880,1116,-4248,1916,-2053,4587,5
448,2124,56,6928,-2078,-2989,-1574,-4872,244,-4000,1787,-4860,6019,5
454,1864,692,6296,-3071,-3844,-1681,-2704,-464,-6176,2091,-4283,6855,5
459,1372,1128,5544,-4281,-4630,-1633,-3596,-1564,-5696,2408,-6197,7186,5
465,1124,1540,4688,-4891,-4908,-1499,-2176,-2740,-4752,2026,-5042,6588,5
476,204,1620,4012,-6679,-4035,-1165,-696,-4340,-2428,1762,-4943,3898,5
481,20,952,3680,-7756,-3099,-956,-1672,-4016,-756,1785,-5409,2295,5
487,-48,144,4180,-8637,-2049,-735,-2740,-3844,-412,1719,-6095,707,5
492,-300,-1188,4396,-9603,-932,-569,-4216,-2784,1652,2229,-6863,137,5
498,-400,-2380,5160,-10102,-107,-398,-5908,-2148,2724,2828,-7536,17,5
504,-736,-3656,6244,-10358,491,-210,-6828,-2712,2184,3385,-8449,623,5
509,-1012,-4576,6276,-10486,894,-80,-6484,-3188,824,4005,-8774,1480,5
515,-1552,-4996,6176,-10112,1264,85,-6792,-4016,284,4555,-8625,2008,5
520,-1900,-5332,6260,-9349,1540,195,-6804,-4932,-220,4683,-7913,2262,5
526,-2144,-5420,6524,-8185,1745,327,-7676,-6060,-1000,4311,-6772,2184,5
531,-2072,-5468,7012,-7540,1924,512,-7700,-6056,-696,4431,-6261,2245,5
536,-1600,-5488,7408,-6726,1929,670,-8840,-5624,56,4036,-5606,2186,5
543,-1020,-5592,7764,-5970,1658,781,-9224,-4948,316,3526,-5160,2343,5
548,-716,-5732,7508,-5261,1102,927,-9168,-4856,416,2758,-4847,2312,5
559,-16,-5716,6260,-3479,-322,1086,-9408,-4412,-1112,472,-3883,1743,5
565,-8,-5192,5924,-2861,-1002,1102,-7260,-4036,116,-522,-2824,1878,5
570,84,-5080,5360,-2442,-1674,1093,-6592,-3580,-592,-1167,-2358,1611,5
575,88,-4868,4796,-2084,-2270,1056,-6196,-3192,-500,-1740,-1851,1350,5
582,168,-4280,4268,-1589,-2520,996,-6004,-3132,-432,-2181,-1366,965,5
587,-96,-4068,4120,-1163,-2500,893,-5412,-3408,-284,-2503,-921,426,5
593,-460,-3732,3764,-696,-2034,823,-4616,-3684,-536,-2538,-422,-250,5
598,-676,-3416,3332,-261,-1202,798,-4268,-3484,-684,-2132,-128,-965,5
603,-868,-3112,3172,70,-370,770,-4036,-3264,-236,-1905,152,-1663,5
609,-1016,-2912,3244,374,490,772,-3836,-3288,-352,-1275,207,-2043,5
614,-1240,-2620,3168,625,1289,797,-3640,-3176,-352,-749,298,-2210,5
620,-1156,-2328,3076,941,1958,866,-3464,-3112,-584,-324,445,-2255,5
626,-984,-2108,2828,1562,2537,922,-3164,-2632,-120,-809,1189,-2468,5
632,-1296,-2356,2744,1657,2695,1030,-2060,-2348,-2700,108,873,-2499,5
637,-1260,-1896,2524,2340,2695,1084,-3088,-3184,-280,-556,1385,-2233,5
643,-1424,-2188,2432,2433,2654,1233,-1960,-3088,-1592,-494,1668,-2046,5
653,-1620,-2336,1880,3165,1929,1520,-2152,-3176,-616,-1343,2308,-1738,5
659,-1748,-2520,1476,3521,1471,1633,-1720,-3372,-32,-1900,2766,-1654,5
664,-2116,-2732,1460,3924,1032,1775,-1748,-4208,-168,-2586,3013,-1869,5
671,-2244,-2896,1176,4204,784,2007,-1380,-4604,-44,-3155,3585,-2114,5
676,-2380,-3092,824,4625,751,2154,-1440,-4672,552,-3651,3902,-2879,5
681,-2152,-3808,532,4976,932,2240,-1572,-3836,1448,-4116,4243,-3677,5
687,-1896,-4448,460,4973,1104,2281,-1428,-3064,2572,-4313,4224,-4410,5
692,-1692,-5280,380,4738,1212,2285,-1584,-2356,3824,-4382,3888,-4897,5
698,-1484,-6172,140,4226,1125,2285,-1460,-1500,4932,-4404,3418,-5046,5
703,-1216,-7072,-40,3522,972,2221,-1480,-676,5992,-4350,2878,-4957,5
710,-1376,-7732,80,2717,797,2214,-1700,-668,6724,-4172,2216,-4641,5
715,-1572,-8356,12,1931,732,2159,-1820,-816,7324,-3851,1575,-4258,5
720,-2184,-8668,144,1120,788,2117,-1692,-1276,7848,-3306,1036,-3775,5
731,-3572,-9280,512,21,1476,2192,-1904,-3912,6892,-1957,115,-3100,5
737,-3996,-9124,1016,-84,2201,2419,-2788,-4484,9432,-1741,160,-3121,5
742,-3092,-9740,2448,-105,3147,2543,-4536,-4028,6500,-825,-309,-3824,5
748,-664,-10544,3408,277,4169,2457,-7792,-1852,7832,-387,-597,-4203,5
754,-232,-12568,3724,-245,4889,2116,-8032,-1468,9080,236,-787,-4765,5
759,312,-14248,4564,-985,5275,1991,-9272,-2960,10920,434,-1034,-5645,5
765,1456,-16440,4344,-2059,5449,2110,-9132,-1336,13016,98,-1908,-6222,5
770,2376,-17760,3792,-3431,4530,2184,-9376,3140,14952,-476,-3011,-5821,5
776,3348,-18936,3388,-5302,3118,2233,-7800,5904,15232,-86,-814,-3725,5
781,3780,-19776,3808,-6768,1273,2145,-9888,6852,17024,15,-1403,-1419,5
787,3560,-20436,3892,-8108,-964,1867,-12396,7392,17236,-110,-6352,1013,5
798,2696,-22412,2836,-10435,-4838,1073,-11604,6236,17652,1017,-7063,7153,5
804,2552,-23308,2876,-11492,-5992,676,-11340,4308,16568,1712,-8674,9140,5
809,3084,-24072,2548,-12501,-6796,420,-12812,3408,18196,1889,-8545,10138,5
815,3624,-24920,3332,-13832,-7200,222,-12256,3556,20408,3090,-6944,10665,5
820,3836,-25644,4016,-14328,-7433,-140,-17020,1460,21772,2483,-9807,9238,5
826,3480,-25948,4720,-14799,-6956,-600,-15880,1512,22468,2415,-10793,8401,5
836,1456,-26440,5276,-15559,-5276,-1423,-16644,-1072,21472,2990,-12459,5432,5
843,748,-26200,5336,-15855,-3881,-1737,-16092,-1644,20296,4012,-12881,4295,5
848,96,-26236,4864,-16037,-2270,-2126,-15396,-840,20164,5245,-13152,3494,5
854,-312,-26548,5032,-16336,-662,-2601,-15408,-636,20516,6946,-13421,3189,5
859,-384,-27036,4760,-16561,745,-3010,-15732,-1432,20824,8325,-13288,2972,5
870,-580,-27948,5072,-16163,2975,-3815,-16272,-2436,20880,10233,-12711,2304,5
875,-1072,-27988,5164,-15628,3724,-4134,-16216,-3116,20648,10610,-12176,1744,5
882,-1440,-27840,5032,-15106,4347,-4356,-15616,-4068,20468,10937,-11888,1088,5
887,-2244,-27184,5152,-15148,4898,-4411,-14480,-4264,20152,11586,-12555,518,5
898,-2892,-25448,4228,-14293,5637,-4399,-13120,-4076,19896,11276,-12131,-143,5
904,-3200,-24656,4092,-14123,5733,-4341,-12276,-3792,20244,11213,-11918,-80,5
909,-3460,-24076,3404,-14095,5532,-4286,-11968,-3620,18312,11484,-12813,239,5
914,-3548,-23492,3016,-13879,5051,-4253,-11516,-2912,19252,11130,-12777,751,5
920,-3584,-23200,2780,-13793,4836,-4299,-10804,-2332,17748,11772,-13656,2008,5
932,-3108,-22276,1736,-13086,3311,-4434,-9892,-2048,15808,11445,-12347,3991,5
937,-2884,-21216,1848,-12383,2790,-4507,-8488,-2672,15760,11060,-11193,4385,5
942,-2872,-20500,1840,-12204,1775,-4527,-7700,-2844,15192,10385,-10566,4416,5
948,-3560,-20308,1332,-12079,1194,-4448,-6888,-4016,14428,10499,-10000,4468,5
953,-3880,-19540,1176,-11778,398,-4228,-6504,-5028,15324,9630,-9193,4071,5
964,-4752,-18976,848,-11233,-634,-3442,-5256,-4780,14264,8356,-8126,3222,5
971,-5180,-18392,140,-10496,-1089,-3002,-5752,-5584,14704,7069,-7462,2436,5
976,-5372,-18904,208,-10174,-1546,-2493,-4956,-6236,11864,6662,-7151,2209,5
981,-5912,-18260,304,-9039,-1360,-2029,-5704,-3992,13440,6860,-7548,2151,5
987,-4640,-17844,-216,-8158,-1449,-1801,-5092,-2268,14068,6933,-6606,2530,5
992,-4936,-17612,88,-7171,-886,-1417,-7020,-4316,18348,6671,-5977,2474,5
1003,-4480,-17700,360,-5742,-384,-449,-7280,-4928,21116,4099,-5106,2187,5
1010,-3948,-17268,-428,-4994,740,41,-7828,-5264,19204,3716,-4798,3179,5
1015,-2852,-17192,-840,-4820,1686,329,-8760,-4836,18916,2604,-4127,2839,5
1020,-1944,-17000,-696,-4753,2871,557,-6948,-3124,14748,2648,-3952,2332,5
1026,-824,-16540,-1032,-4440,3864,543,-5736,552,13212,3107,-3573,2590,5
1031,776,-15928,-1108,-4103,4328,398,-6564,2468,13612,3502,-3240,2643,5
1037,1976,-16016,-1960,-3448,4591,69,-8064,2484,14004,2920,-3303,1626,5
1042,2832,-16036,-2328,-3474,5145,-222,-6400,5592,14456,3255,-2834,1605,5
1054,4076,-17248,-4020,-4129,5054,-855,-6148,5648,16464,2665,-3398,1820,5
1059,4112,-18432,-4112,-3841,4825,-1013,-7236,5404,17048,1626,-3428,1532,5
1065,4168,-20352,-4748,-3557,4734,-1038,-8300,5376,18076,567,-3515,880,5
1070,3552,-22496,-4760,-2724,4684,-874,-7856,7200,18968,20,-2819,385,5
1076,2816,-24272,-4912,-1306,4253,-716,-6084,7316,16548,-58,-3254,224,5
1081,1528,-25308,-6160,266,3853,-425,-3156,6852,18156,248,-867,179,5
1087,156,-25484,-8584,1644,3262,-75,-1528,3784,15676,844,-744,-235,5
1092,-208,-23724,-9360,3059,2185,290,-1524,3068,14740,-178,-709,-837,5
1098,528,-20548,-8080,4175,1420,475,-1952,2840,15232,-609,485,-1380,5
1104,1220,-18028,-5484,4552,49,539,-3748,2816,14960,-2208,552,-2037,5
1115,532,-15644,-1384,4008,-2527,339,-5828,2108,15240,-4359,-1055,-2370,5
1120,-712,-15508,88,3493,-3291,35,-5076,668,14380,-4956,-878,-2183,5
1126,-1928,-15568,492,3096,-3500,-243,-5832,-1284,13792,-5198,-2135,-2105,5
1131,-2740,-16084,1124,2637,-3288,-525,-5844,-1660,14924,-4734,-1697,-1771,5
1137,-2924,-17024,1284,1843,-3073,-642,-3740,-2200,12492,-3534,499,-1366,5
1143,-2908,-17780,652,1872,-3466,-735,-5800,-2948,13312,-4434,6,-1317,5
1148,-3172,-18392,1100,1744,-3413,-775,-5508,-2820,13900,-4098,212,-1058,5
1159,-3192,-18140,1620,1281,-2698,-675,-5460,-2780,13776,-2985,591,-636,5
1165,-2996,-17588,1592,1197,-2251,-617,-5524,-3172,14076,-944,619,-304,5
1170,-2888,-17492,1400,647,-1273,-530,-5468,-2332,14100,-1477,513,-334,5
1175,-2464,-16904,1124,482,-437,-495,-5544,-1416,14056,-582,448,-133,5
1182,-2200,-16784,548,147,425,-458,-5432,-888,13848,104,331,-63,5
1187,-1868,-16712,-192,-137,1302,-371,-4944,-312,14076,943,335,32,5
1193,-1616,-16756,-624,-385,2165,-322,-4832,-124,14040,1724,326,66,5
1198,-1428,-16780,-576,-472,2918,-312,-4860,172,14020,2323,321,61,5
1204,-1044,-16808,-676,-593,3469,-249,-4852,556,13972,2824,352,73,5
1209,-660,-16864,-668,-611,3807,-280,-5016,668,13884,3152,327,97,5
1214,-412,-16656,-524,-671,3906,-243,-5172,700,13820,3315,195,126,5
1220,-84,-16900,-920,-1129,3720,-285,-5400,448,13352,3598,-1110,122,5
1226,-8,-16468,-700,-1155,3572,-316,-5204,632,14088,2868,-472,119,5
1232,164,-16780,-444,-1486,3108,-352,-4924,296,13788,2616,-1032,61,5
1237,100,-16772,-668,-1585,2631,-425,-5444,376,13972,2101,-1321,-10,5
1242,96,-16704,-384,-1723,2124,-500,-5368,620,14020,1585,-1127,-133,5
1253,-240,-16476,-428,-2170,1368,-610,-4992,484,13868,978,-933,-201,5
1259,-400,-16472,-652,-2452,1292,-619,-4820,472,13728,938,-968,-181,5
1265,-476,-16372,-804,-2589,1217,-633,-5128,660,13620,962,-1027,-123,5
1271,-524,-16328,-780,-2652,1196,-542,-5060,860,13696,968,-1006,-72,5
1276,-268,-16444,-904,-2581,1200,-474,-5148,1176,13524,997,-1207,-19,5
1281,108,-16512,-852,-2627,1279,-417,-5068,1368,13876,1116,-1264,34,5
1287,372,-16648,-960,-2658,1316,-368,-5268,1724,13744,1135,-1323,74,5
1292,396,-16780,-1276,-2504,1328,-307,-5160,1792,14364,1048,-1421,79,5
1298,564,-16984,-1504,-2385,1298,-269,-5084,1916,14140,957,-1455,55,5
1303,460,-17112,-1728,-2273,1241,-179,-4816,2072,14156,872,-1485,35,5
1310,528,-17136,-1852,-2174,1128,-88,-4708,1880,13952,818,-1619,0,5
1315,284,-16908,-2004,-1968,1102,-31,-4632,1924,14112,669,-1710,28,5
1320,156,-16752,-1936,-1788,1049,-6,-4712,1776,13760,671,-1631,5,5
1326,96,-16584,-1980,-1531,1008,24,-4584,1524,14088,499,-1372,-19,5
1331,-48,-16408,-1748,-1414,887,22,-4580,1484,13972,407,-1273,-44,5
1337,-100,-16344,-1620,-1346,794,26,-4744,1076,14232,301,-1129,-75,5
1348,-404,-16652,-1348,-1113,445,47,-4624,1080,14232,-1,-703,-4,5
1354,-388,-16796,-1524,-1004,277,54,-4704,1080,14136,-138,-621,14,5
1359,-228,-16996,-1652,-910,29,57,-4748,1060,14240,-320,-518,6,5
1365,-68,-17096,-1452,-847,-251,56,-4864,996,14136,-633,-358,-32,5
1370,-96,-16976,-1460,-747,-553,70,-4904,828,14304,-923,-300,-49,5
1376,-388,-16908,-1224,-638,-760,79,-4780,784,14232,-1092,-267,-56,5
1381,-668,-16848,-1584,-571,-814,100,-4688,768,14256,-1106,-181,-65,5
1387,-728,-16648,-1568,-418,-698,154,-4500,784,14188,-994,-147,-89,5
1393,-736,-16588,-1720,-317,-557,190,-4560,840,14032,-864,-47,-45,5
1398,-740,-16416,-1680,-145,-454,200,-4804,792,14064,-730,9,-71,5
1404,-720,-15448,-508,1161,30,174,-5196,1252,17344,-1621,357,-113,5
1409,-796,-16388,-1188,679,8,253,-4504,668,13932,-608,191,-68,5
1415,-668,-15980,-1276,1146,112,302,-5016,692,14368,-869,316,-56,5
1420,-640,-15944,-1640,1513,459,337,-4468,948,14060,-691,569,-22,5
1426,-452,-15904,-1880,1974,538,349,-4452,1272,14048,-679,578,-16,5
1431,0,-15444,-1932,2386,633,343,-4876,1480,14820,-983,1073,-58,5
1437,252,-15672,-1908,2716,348,345,-4928,1304,14020,-1290,907,-114,5
1443,416,-15556,-1804,3180,90,294,-4964,1324,13588,-1713,1090,-185,5
1448,144,-15608,-1324,3312,-47,278,-4852,1304,15152,-2374,1591,-252,5
1454,-84,-16112,-1568,3248,-379,307,-4536,856,13228,-2473,1391,-274,5
1459,8,-15440,-1500,4233,-565,266,-5292,908,15624,-3381,1490,-405,5
1465,-408,-16076,-1428,4332,-544,351,-4608,872,15292,-3527,2076,-501,5
1470,-708,-16540,-1316,4562,-235,469,-3976,564,13736,-1652,2195,-176,5
1475,268,-16608,-2948,4575,-980,512,-4612,1960,12532,-3674,1085,-395,5
1482,608,-16152,-2844,5289,-1246,474,-4872,1780,12808,-4058,840,-485,5
1487,908,-16632,-1888,5087,-1558,426,-4872,1640,12676,-3473,1171,-576,5
1498,1080,-17100,-588,4998,-2664,263,-5672,896,13676,-5061,1989,-1024,5
1503,272,-17268,-312,4558,-2805,180,-4848,364,14680,-5182,2652,-1032,5
1509,-644,-17136,696,4610,-2816,184,-5004,-364,15916,-6047,2290,-1247,5
1514,-1428,-17604,404,4083,-2738,280,-4716,-1308,13380,-4885,2088,-1136,5
1521,-1856,-17288,652,4118,-2276,403,-5036,-1508,15200,-5647,2276,-1190,5
1526,-2328,-17688,972,3803,-1911,529,-4948,-1112,14544,-4961,2117,-1104,5
1532,-2076,-17432,544,3639,-1516,610,-5040,-1312,13452,-4175,1627,-1024,5
1537,-2168,-17408,992,3813,-955,703,-5164,-932,14924,-4021,1934,-951,5
1548,-1736,-17084,632,3419,257,814,-5176,-980,13248,-2174,1594,-617,5
1553,-1464,-17192,156,3509,784,909,-4820,-164,12516,-1741,2160,-584,5
1559,-960,-16512,196,3827,1216,949,-5428,116,15308,-1613,2329,-439,5
1565,-384,-17064,284,2883,1192,1065,-4676,696,13204,-609,1831,-237,5
1571,480,-16396,60,3259,1076,1067,-5828,672,12872,-1207,1835,-367,5
1576,752,-16620,692,2609,925,1150,-5296,1240,14500,-939,1784,-235,5
1581,1148,-16412,1088,2723,657,1199,-5948,1348,13556,-1580,1265,-389,5
1587,1388,-16524,1216,2471,51,1286,-6092,1240,13412,-2078,759,-427,5
1592,1380,-16616,972,2055,-337,1323,-5940,1404,13956,-2125,396,-391,5
1598,1196,-16632,992,1611,-771,1400,-5980,1236,13028,-2301,-262,-389,5
1603,832,-16644,1180,1280,-1387,1459,-6104,784,13904,-3120,-505,-448,5
1610,572,-16624,1576,1088,-1686,1515,-6156,472,14572,-3623,-753,-525,5
1615,28,-16972,1660,904,-1850,1597,-5748,-12,14096,-3672,-629,-540,5
1620,-340,-17200,1708,311,-2018,1634,-5760,-132,14360,-3718,-894,-491,5
1631,-940,-17360,1276,-58,-2222,1760,-5344,-876,13340,-3642,-1443,-433,5
1637,-1252,-17336,1168,-286,-2110,1832,-5396,-956,14080,-3408,-1376,-334,5
1642,-1416,-17260,904,-357,-1907,1848,-5264,-1012,13764,-2905,-1308,-320,5
1649,-1364,-17224,864,-362,-1764,1877,-5248,-1060,14044,-2802,-1278,-286,5
1654,-1376,-17120,660,-394,-1585,1896,-5140,-996,14032,-2610,-1093,-267,5
1659,-1348,-17060,692,-409,-1422,1892,-5184,-864,14024,-2391,-969,-217,5
1665,-1236,-16928,640,-426,-1258,1887,-5176,-776,13832,-2239,-963,-217,5
1676,-1084,-16780,720,-546,-1023,1800,-5148,-788,13844,-1976,-891,-249,5
1681,-1104,-16916,564,-605,-855,1756,-5252,-820,13992,-1843,-849,-270,5
1687,-1260,-16896,624,-677,-754,1699,-5108,-824,13948,-1774,-819,-320,5
1693,-1392,-16820,472,-687,-625,1576,-5084,-756,14036,-1749,-774,-365,5
1698,-1484,-16820,472,-678,-523,1490,-4988,-892,14008,-1571,-734,-355,5
1704,-1480,-16740,300,-651,-376,1397,-4920,-912,13936,-1438,-702,-360,5
1709,-1612,-16584,284,-645,-299,1292,-4752,-772,13952,-1059,-626,-280,5
1715,-1704,-17144,36,-1535,-322,1255,-5236,-1036,12512,-15,-2780,-148,5
1720,-1696,-16416,280,-944,-357,1082,-5468,-1316,13856,-626,-1077,-200,5
1731,-1840,-16568,736,-979,-302,896,-5048,-1576,13872,-688,-875,-210,5
1737,-1852,-16568,860,-1083,-374,787,-4896,-1492,13864,-653,-819,-135,5
1743,-1888,-16692,916,-1262,-496,693,-4944,-1540,13864,-544,-873,-81,5
1748,-1944,-16660,848,-1323,-601,575,-4952,-1508,13992,-583,-800,-35,5
1754,-1824,-16624,900,-1307,-695,507,-4876,-1484,14012,-684,-641,14,5
1759,-1844,-16660,816,-1390,-805,417,-4908,-1552,14032,-634,-621,30,5
1765,-1900,-16756,700,-1445,-911,342,-4924,-1308,13932,-581,-548,109,5
1770,-1824,-16552,660,-1518,-977,285,-4932,-1220,13740,-458,-625,146,5
1775,-1672,-16592,696,-1486,-1013,168,-4992,-1252,14016,-522,-446,151,5
1782,-1572,-16680,640,-1490,-945,85,-4920,-1100,14188,-436,-380,186,5
1787,-1524,-16632,584,-1533,-919,41,-4972,-1032,13760,-318,-344,206,5
1798,-1300,-16680,240,-1555,-743,-138,-4904,-692,14116,-100,-170,254,5
1803,-1352,-16820,320,-1515,-687,-188,-4900,-720,13992,-13,-145,207,5
1809,-1232,-16832,180,-1504,-607,-222,-4920,-724,14008,124,-145,182,5
1814,-1332,-16804,180,-1425,-487,-273,-4944,-736,13892,189,-63,204,5
1821,-1296,-16844,248,-1417,-408,-292,-4904,-812,13884,271,-61,178,5
1826,-1264,-16836,332,-1342,-255,-281,-4992,-792,14420,313,82,188,5
1832,-1272,-16724,228,-1374,-148,-251,-4972,-588,14108,542,50,208,5
1837,-1136,-16600,216,-1335,-40,-276,-5100,-688,14232,633,81,166,5
1842,-1156,-16736,304,-1303,86,-233,-4932,-644,13956,741,144,164,5
1848,-1068,-16636,344,-1213,195,-225,-5112,-632,14260,716,146,129,5
1853,-1164,-16636,164,-1191,253,-185,-4956,-832,13700,775,52,94,5
1859,-1172,-16684,340,-1208,370,-138,-5032,-908,13992,799,157,112,5
1865,-1084,-16524,184,-1201,452,-74,-5024,-776,13884,896,110,119,5
1871,-852,-16560,336,-1105,518,-25,-5228,-628,14148,784,127,90,5
1876,-916,-16800,168,-1207,550,2,-5064,-412,13600,893,135,103,5
1881,-688,-16932,392,-1296,516,18,-5096,-252,13624,923,90,86,5
1887,-708,-16860,252,-1256,513,50,-5180,-172,14104,896,240,70,5
1892,-544,-16692,44,-969,478,28,-5436,-384,13900,566,21,-104,5
1898,-696,-16720,220,-1117,482,42,-4736,-72,13724,557,-41,54,5
1903,-592,-16736,16,-1371,144,30,-5120,96,14032,628,253,-223,5
1910,-648,-16704,4,-1166,590,41,-5136,-376,13836,1142,397,-25,5
1915,-800,-16744,332,-1337,421,78,-4992,-132,13952,489,526,-100,5
1920,-984,-16720,220,-1238,480,31,-5184,-372,13884,776,285,-127,5
1926,-1036,-16640,148,-1208,528,52,-5060,-380,14000,804,-57,-111,5
